function evaluations§best§chromosome§runtime in seconds
2§3.3996139§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([22]))§0.001190496
12299§3.3637998§Chromosome(steinerPoints=[(0.7625623, 0.16765708), (0.59993744, 0.32700905), (0.31186634, 0.3444223), (0.87818044, 0.7566167), (0.31202018, 0.08167565), (0.19664475, 0.6357853), (0.6438613, 0.43913928)], includedObstacleCornersIndices=set([19, 7]))§3.2531886
12309§3.3384116§Chromosome(steinerPoints=[(0.7625623, 0.16765708), (0.59993744, 0.32700905), (0.31186634, 0.3444223), (0.87818044, 0.7566167), (0.31202018, 0.08167565), (0.19664475, 0.6357853), (0.6438613, 0.43913928)], includedObstacleCornersIndices=set([7]))§3.2546015
12311§3.30968§Chromosome(steinerPoints=[(0.7625623, 0.16765708), (0.59993744, 0.32700905), (0.31186634, 0.3444223), (0.87818044, 0.7566167), (0.31202018, 0.08167565), (0.19664475, 0.6357853), (0.6438613, 0.43913928), (0.56567883, 0.24808758)], includedObstacleCornersIndices=set([7]))§3.2550054
12312§3.308636§Chromosome(steinerPoints=[(0.7625623, 0.16765708), (0.56567883, 0.24808758), (0.31186634, 0.3444223), (0.87818044, 0.7566167), (0.31202018, 0.08167565), (0.19664475, 0.6357853), (0.6438613, 0.43913928)], includedObstacleCornersIndices=set([7]))§3.2552075
12351§3.306414§Chromosome(steinerPoints=[(0.7625623, 0.16765708), (0.56567883, 0.24808758), (0.37348682, 0.22592214), (0.87818044, 0.7566167), (0.31202018, 0.08167565), (0.19664475, 0.6357853), (0.6438613, 0.43913928)], includedObstacleCornersIndices=set([7]))§3.2606375
12398§3.3022776§Chromosome(steinerPoints=[(0.7625623, 0.16765708), (0.56567883, 0.24808758), (0.37348682, 0.22592214), (0.87818044, 0.7566167), (0.31202018, 0.08167565), (0.19664475, 0.6357853), (0.6438613, 0.43913928), (0.7460652, 0.17036931)], includedObstacleCornersIndices=set([7]))§3.2674017
12603§3.2938156§Chromosome(steinerPoints=[(0.7460652, 0.17036931), (0.56567883, 0.24808758), (0.37348682, 0.22592214), (0.87818044, 0.7566167), (0.31202018, 0.08167565), (0.19664475, 0.6357853), (0.6438613, 0.43913928), (0.87075984, 0.7979961)], includedObstacleCornersIndices=set([7]))§3.2936838
12658§3.2874029§Chromosome(steinerPoints=[(0.7460652, 0.17036931), (0.56567883, 0.24808758), (0.37348682, 0.22592214), (0.87075984, 0.7979961), (0.31202018, 0.08167565), (0.19664475, 0.6357853), (0.6438613, 0.43913928), (0.6909503, 0.13207093)], includedObstacleCornersIndices=set([7]))§3.3013024
13018§3.2777803§Chromosome(steinerPoints=[(0.7460652, 0.17036931), (0.56567883, 0.24808758), (0.37348682, 0.22592214), (0.87075984, 0.7979961), (0.31202018, 0.08167565), (0.19664475, 0.6357853), (0.6438613, 0.43913928), (0.6909503, 0.13207093), (0.7429578, 0.40956798), (0.17958012, 0.603498)], includedObstacleCornersIndices=set([7]))§3.3576734
13022§3.277401§Chromosome(steinerPoints=[(0.7460652, 0.17036931), (0.56567883, 0.24808758), (0.37348682, 0.22592214), (0.87075984, 0.7979961), (0.31202018, 0.08167565), (0.17958012, 0.603498), (0.6438613, 0.43913928), (0.6909503, 0.13207093), (0.7429578, 0.40956798)], includedObstacleCornersIndices=set([7]))§3.3583105
14084§3.2765796§Chromosome(steinerPoints=[(0.7460652, 0.17036931), (0.56567883, 0.24808758), (0.37348682, 0.22592214), (0.87075984, 0.7979961), (0.31202018, 0.08167565), (0.17958012, 0.603498), (0.7429578, 0.40956798), (0.6909503, 0.13207093), (0.2535298, 0.7549397)], includedObstacleCornersIndices=set([7]))§3.5152118
14544§3.2744687§Chromosome(steinerPoints=[(0.7460652, 0.17036931), (0.56567883, 0.24808758), (0.37348682, 0.22592214), (0.87075984, 0.7979961), (0.31202018, 0.08167565), (0.17958012, 0.603498), (0.7429578, 0.40956798), (0.6909503, 0.13207093), (0.6456424, 0.42392933)], includedObstacleCornersIndices=set([7]))§3.578116
28833§3.2738307§Chromosome(steinerPoints=[(0.7460652, 0.17036931), (0.56567883, 0.24808758), (0.6909503, 0.13207093), (0.87075984, 0.7979961), (0.31202018, 0.08167565), (0.17958012, 0.603498), (0.6456424, 0.42392933), (0.8030361, 0.47092795)], includedObstacleCornersIndices=set([7]))§5.6714797
28882§3.269555§Chromosome(steinerPoints=[(0.7460652, 0.17036931), (0.56567883, 0.24808758), (0.6909503, 0.13207093), (0.87075984, 0.7979961), (0.31202018, 0.08167565), (0.17958012, 0.603498), (0.6456424, 0.42392933), (0.8030361, 0.47092795), (0.39216363, 0.2555705)], includedObstacleCornersIndices=set([7]))§5.6779428
28942§3.267175§Chromosome(steinerPoints=[(0.7460652, 0.17036931), (0.56567883, 0.24808758), (0.6909503, 0.13207093), (0.87075984, 0.7979961), (0.31202018, 0.08167565), (0.17958012, 0.603498), (0.6456424, 0.42392933), (0.8030361, 0.47092795), (0.39216363, 0.2555705), (0.553515, 0.2662635)], includedObstacleCornersIndices=set([7]))§5.686642
28992§3.266593§Chromosome(steinerPoints=[(0.7460652, 0.17036931), (0.553515, 0.2662635), (0.6909503, 0.13207093), (0.87075984, 0.7979961), (0.31202018, 0.08167565), (0.17958012, 0.603498), (0.6456424, 0.42392933), (0.8030361, 0.47092795), (0.39216363, 0.2555705), (0.39806074, 0.26584792)], includedObstacleCornersIndices=set([7]))§5.694846
58123§3.26599§Chromosome(steinerPoints=[(0.7460652, 0.17036931), (0.553515, 0.2662635), (0.6909503, 0.13207093), (0.87075984, 0.7979961), (0.31202018, 0.08167565), (0.17958012, 0.603498), (0.6456424, 0.42392933), (0.39806074, 0.26584792), (0.8447876, 0.5113366)], includedObstacleCornersIndices=set([7]))§10.040487
183804§3.2597§Chromosome(steinerPoints=[(0.7460652, 0.17036931), (0.553515, 0.2662635), (0.6909503, 0.13207093), (0.87075984, 0.7979961), (0.8447876, 0.5113366), (0.17958012, 0.603498), (0.6456424, 0.42392933), (0.39806074, 0.26584792), (0.26122865, 0.11276596)], includedObstacleCornersIndices=set([]))§26.970804
183827§3.259026§Chromosome(steinerPoints=[(0.7460652, 0.17036931), (0.553515, 0.2662635), (0.6909503, 0.13207093), (0.87075984, 0.7979961), (0.8447876, 0.5113366), (0.17958012, 0.603498), (0.6456424, 0.42392933), (0.39806074, 0.26584792), (0.26122865, 0.11276596)], includedObstacleCornersIndices=set([8]))§26.974276
