generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1.3837996§0.93205345§Chromosome(steinerPoints=[(0.5672034, 0.5444623)], includedObstacleCornersIndices=set([]))§675§0.014422294
9§1.0839288§0.90728366§Chromosome(steinerPoints=[(0.5672034, 0.5444623), (0.34756705, 0.5578744)], includedObstacleCornersIndices=set([]))§2020§0.021813584
10§1.073087§0.90159434§Chromosome(steinerPoints=[(0.5672034, 0.5444623), (0.36033583, 0.526219)], includedObstacleCornersIndices=set([]))§2190§0.022791091
20§1.0092837§0.89780885§Chromosome(steinerPoints=[(0.36033583, 0.526219), (0.5672034, 0.5444623), (0.55678433, 0.5308192)], includedObstacleCornersIndices=set([]))§3891§0.037133712
21§0.9990453§0.89642763§Chromosome(steinerPoints=[(0.5672034, 0.5444623), (0.36033583, 0.526219), (0.5487274, 0.51609445)], includedObstacleCornersIndices=set([]))§4063§0.038910303
22§1.0066599§0.8952476§Chromosome(steinerPoints=[(0.36033583, 0.526219), (0.55830485, 0.5090896)], includedObstacleCornersIndices=set([]))§4237§0.040792145
30§0.97889715§0.89505714§Chromosome(steinerPoints=[(0.5487274, 0.51609445), (0.36033583, 0.526219), (0.36734003, 0.5143521)], includedObstacleCornersIndices=set([]))§5613§0.055935897
35§0.9996968§0.8936766§Chromosome(steinerPoints=[(0.36033583, 0.526219), (0.55830485, 0.5090896), (0.36884338, 0.5111131)], includedObstacleCornersIndices=set([]))§6472§0.06673506
286§0.9622633§0.8932675§Chromosome(steinerPoints=[(0.55830485, 0.5090896), (0.36345518, 0.5073222)], includedObstacleCornersIndices=set([]))§55126§0.51010555
668§0.94099146§0.89315987§Chromosome(steinerPoints=[(0.36345518, 0.5073222), (0.54750687, 0.49832168)], includedObstacleCornersIndices=set([]))§142875§1.1537355
678§0.94866157§0.89261687§Chromosome(steinerPoints=[(0.36345518, 0.5073222), (0.5572763, 0.4977592)], includedObstacleCornersIndices=set([]))§145181§1.170858
1179§0.9316165§0.89261687§Chromosome(steinerPoints=[(0.36345518, 0.5073222), (0.5572763, 0.4977592)], includedObstacleCornersIndices=set([]))§261609§1.9478953
