generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1.233641§0.90159434§Chromosome(steinerPoints=[(0.5672034, 0.5444623), (0.36033583, 0.526219)], includedObstacleCornersIndices=set([]))§1031§0.01734544
2§1.1002054§0.8963402§Chromosome(steinerPoints=[(0.561616, 0.5267001), (0.36225143, 0.51693475)], includedObstacleCornersIndices=set([]))§1298§0.018693771
3§1.0159453§0.8952476§Chromosome(steinerPoints=[(0.36033583, 0.526219), (0.55830485, 0.5090896)], includedObstacleCornersIndices=set([]))§1578§0.020075712
5§0.9530938§0.8942176§Chromosome(steinerPoints=[(0.561616, 0.5267001), (0.36225143, 0.51693475), (0.5503033, 0.508905)], includedObstacleCornersIndices=set([]))§2131§0.023298033
6§0.9518534§0.89410496§Chromosome(steinerPoints=[(0.5503033, 0.508905), (0.36225143, 0.51693475)], includedObstacleCornersIndices=set([]))§2392§0.025131624
7§0.93858504§0.8936766§Chromosome(steinerPoints=[(0.36033583, 0.526219), (0.55830485, 0.5090896), (0.36884338, 0.5111131)], includedObstacleCornersIndices=set([]))§2660§0.026995344
13§0.9195225§0.89353937§Chromosome(steinerPoints=[(0.36033583, 0.526219), (0.36884338, 0.5111131), (0.55917746, 0.5149858), (0.5522194, 0.503952)], includedObstacleCornersIndices=set([]))§4328§0.039164335
15§0.92000407§0.8932675§Chromosome(steinerPoints=[(0.55830485, 0.5090896), (0.36345518, 0.5073222)], includedObstacleCornersIndices=set([]))§4874§0.043041646
21§0.92517173§0.8929702§Chromosome(steinerPoints=[(0.36345518, 0.5073222), (0.5522194, 0.503952)], includedObstacleCornersIndices=set([]))§6538§0.053685207
522§0.917868§0.89296734§Chromosome(steinerPoints=[(0.5625007, 0.49158093), (0.36345518, 0.5073222)], includedObstacleCornersIndices=set([]))§145453§0.87200284
