generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§3.5696566§3.2522266§Chromosome(steinerPoints=[(0.86612684, 0.79641366)], includedObstacleCornersIndices=set([22]))§1062§0.5985116
2§3.4048§3.2356536§Chromosome(steinerPoints=[(0.31231385, 0.08151264), (0.86612684, 0.79641366), (0.17728713, 0.6046592)], includedObstacleCornersIndices=set([6]))§1330§0.61588174
4§3.2986329§3.225927§Chromosome(steinerPoints=[(0.6726683, 0.15501787), (0.26920757, 0.09052056), (0.17728713, 0.6046592), (0.86612684, 0.79641366)], includedObstacleCornersIndices=set([]))§1873§0.6498922
5§3.2822359§3.2220082§Chromosome(steinerPoints=[(0.17728713, 0.6046592), (0.86612684, 0.79641366), (0.6458343, 0.42297208), (0.67731535, 0.2282576)], includedObstacleCornersIndices=set([]))§2143§0.66697735
7§3.2660816§3.2187006§Chromosome(steinerPoints=[(0.31231385, 0.08151264), (0.67731535, 0.2282576), (0.6498292, 0.16290984), (0.17728713, 0.6046592), (0.85228014, 0.770913)], includedObstacleCornersIndices=set([14]))§2703§0.70317197
8§3.2566967§3.2154665§Chromosome(steinerPoints=[(0.86612684, 0.79641366), (0.31231385, 0.08151264), (0.17728713, 0.6046592), (0.67731535, 0.2282576)], includedObstacleCornersIndices=set([]))§2977§0.7217904
9§3.250248§3.2120192§Chromosome(steinerPoints=[(0.31231385, 0.08151264), (0.17728713, 0.6046592), (0.67731535, 0.2282576), (0.86612684, 0.79641366), (0.6498292, 0.16290984)], includedObstacleCornersIndices=set([]))§3253§0.7414535
11§3.2354865§3.2096775§Chromosome(steinerPoints=[(0.86612684, 0.79641366), (0.67731535, 0.2282576), (0.3806839, 0.20571892), (0.6498292, 0.16290984), (0.31231385, 0.08151264), (0.17728713, 0.6046592)], includedObstacleCornersIndices=set([]))§3818§0.7818373
14§3.229444§3.2088747§Chromosome(steinerPoints=[(0.31231385, 0.08151264), (0.17728713, 0.6046592), (0.39030483, 0.18736273), (0.67731535, 0.2282576), (0.86612684, 0.79641366), (0.6498292, 0.16290984), (0.6458343, 0.42297208), (0.32628217, 0.08124368)], includedObstacleCornersIndices=set([]))§4668§0.84903955
17§3.225054§3.2084315§Chromosome(steinerPoints=[(0.6458343, 0.42297208), (0.6498292, 0.16290984), (0.6113354, 0.37516177), (0.67731535, 0.2282576), (0.86612684, 0.79641366), (0.39030483, 0.18736273), (0.32692623, 0.07660441), (0.17728713, 0.6046592)], includedObstacleCornersIndices=set([]))§5498§0.9189048
18§3.2245436§3.2077017§Chromosome(steinerPoints=[(0.6458343, 0.42297208), (0.67731535, 0.2282576), (0.86612684, 0.79641366), (0.6498292, 0.16290984), (0.3806839, 0.20571892), (0.31231385, 0.08151264), (0.17728713, 0.6046592)], includedObstacleCornersIndices=set([]))§5779§0.94390094
22§3.2224395§3.2061296§Chromosome(steinerPoints=[(0.17728713, 0.6046592), (0.67731535, 0.2282576), (0.6458343, 0.42297208), (0.6498292, 0.16290984), (0.32692623, 0.07660441), (0.39030483, 0.18736273), (0.86612684, 0.79641366)], includedObstacleCornersIndices=set([6]))§6882§1.0449128
46§3.2178907§3.205789§Chromosome(steinerPoints=[(0.86612684, 0.79641366), (0.38537613, 0.19675325), (0.67731535, 0.2282576), (0.6498292, 0.16290984), (0.6458343, 0.42297208), (0.17728713, 0.6046592), (0.32692623, 0.07660441), (0.6113354, 0.37516177)], includedObstacleCornersIndices=set([6]))§13552§1.7068322
336§3.2149427§3.2040782§Chromosome(steinerPoints=[(0.86612684, 0.79641366), (0.32692623, 0.07660441), (0.17728713, 0.6046592), (0.42298853, 0.27822524), (0.6113354, 0.37516177), (0.6498292, 0.16290984), (0.6458343, 0.42297208), (0.67731535, 0.2282576), (0.3203602, 0.0845826)], includedObstacleCornersIndices=set([]))§93795§10.155211
337§3.2154276§3.1986473§Chromosome(steinerPoints=[(0.17728713, 0.6046592), (0.86612684, 0.79641366), (0.67731535, 0.2282576), (0.6113354, 0.37516177), (0.6498292, 0.16290984), (0.6458343, 0.42297208), (0.32692623, 0.07660441), (0.42298853, 0.27822524), (0.43270648, 0.3212638)], includedObstacleCornersIndices=set([]))§94068§10.184844
339§3.2181568§3.1947143§Chromosome(steinerPoints=[(0.6458343, 0.42297208), (0.67731535, 0.2282576), (0.6498292, 0.16290984), (0.86612684, 0.79641366), (0.6113354, 0.37516177), (0.32692623, 0.07660441), (0.17728713, 0.6046592), (0.43270648, 0.3212638)], includedObstacleCornersIndices=set([]))§94603§10.24271
341§3.215021§3.1907167§Chromosome(steinerPoints=[(0.6498292, 0.16290984), (0.6458343, 0.42297208), (0.6113354, 0.37516177), (0.67731535, 0.2282576), (0.86612684, 0.79641366), (0.32692623, 0.07660441), (0.17728713, 0.6046592), (0.43270648, 0.3212638), (0.40568367, 0.31634513)], includedObstacleCornersIndices=set([]))§95149§10.298171
344§3.2144415§3.1899977§Chromosome(steinerPoints=[(0.86612684, 0.79641366), (0.6498292, 0.16290984), (0.6458343, 0.42297208), (0.6113354, 0.37516177), (0.67731535, 0.2282576), (0.32692623, 0.07660441), (0.17728713, 0.6046592), (0.40568367, 0.31634513), (0.40903893, 0.3277213)], includedObstacleCornersIndices=set([]))§95967§10.380474
347§3.2049015§3.189121§Chromosome(steinerPoints=[(0.32692623, 0.07660441), (0.17728713, 0.6046592), (0.40568367, 0.31634513), (0.6458343, 0.42297208), (0.6498292, 0.16290984), (0.6113354, 0.37516177), (0.67731535, 0.2282576), (0.86612684, 0.79641366), (0.3203602, 0.0845826)], includedObstacleCornersIndices=set([]))§96798§10.462762
348§3.203492§3.1884215§Chromosome(steinerPoints=[(0.6113354, 0.37516177), (0.6458343, 0.42297208), (0.6498292, 0.16290984), (0.67731535, 0.2282576), (0.86612684, 0.79641366), (0.40903893, 0.3277213), (0.17728713, 0.6046592), (0.3203602, 0.0845826)], includedObstacleCornersIndices=set([]))§97063§10.489782
629§3.1972036§3.1853242§Chromosome(steinerPoints=[(0.67731535, 0.2282576), (0.6498292, 0.16290984), (0.6458343, 0.42297208), (0.86612684, 0.79641366), (0.40903893, 0.3277213), (0.3203602, 0.0845826), (0.17728713, 0.6046592), (0.58218336, 0.33797038)], includedObstacleCornersIndices=set([7]))§174884§18.383612
635§3.197893§3.1841931§Chromosome(steinerPoints=[(0.17728713, 0.6046592), (0.67731535, 0.2282576), (0.6498292, 0.16290984), (0.6458343, 0.42297208), (0.86612684, 0.79641366), (0.58218336, 0.33797038), (0.40903893, 0.3277213), (0.3203602, 0.0845826), (0.5922585, 0.33928865)], includedObstacleCornersIndices=set([7]))§176535§18.54252
742§3.1937187§3.182913§Chromosome(steinerPoints=[(0.67731535, 0.2282576), (0.6498292, 0.16290984), (0.6458343, 0.42297208), (0.5922585, 0.33928865), (0.86612684, 0.79641366), (0.17728713, 0.6046592), (0.3203602, 0.0845826), (0.41939288, 0.3072117), (0.4052903, 0.30521768)], includedObstacleCornersIndices=set([]))§206146§21.423515
976§3.189806§3.1819875§Chromosome(steinerPoints=[(0.3203602, 0.0845826), (0.17728713, 0.6046592), (0.5922585, 0.33928865), (0.86612684, 0.79641366), (0.6458343, 0.42297208), (0.6498292, 0.16290984), (0.66719306, 0.21689044), (0.40555856, 0.30978575), (0.5871937, 0.32804957)], includedObstacleCornersIndices=set([7]))§270961§27.801765
1003§3.187912§3.1813605§Chromosome(steinerPoints=[(0.5871937, 0.32804957), (0.6458343, 0.42297208), (0.6498292, 0.16290984), (0.66719306, 0.21689044), (0.86612684, 0.79641366), (0.17728713, 0.6046592), (0.40555856, 0.30978575), (0.30036023, 0.0845826), (0.3111182, 0.085727096)], includedObstacleCornersIndices=set([]))§278408§28.464184
1504§3.190381§3.1812375§Chromosome(steinerPoints=[(0.40555856, 0.30978575), (0.5871937, 0.32804957), (0.3111182, 0.085727096), (0.17728713, 0.6046592), (0.6458343, 0.42297208), (0.6498292, 0.16290984), (0.66719306, 0.21689044), (0.86612684, 0.79641366)], includedObstacleCornersIndices=set([]))§416983§39.371044
