generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2.8184536§2.4062998§Chromosome(steinerPoints=[(0.5644297, 0.7226435), (0.14995065, 0.33265412)], includedObstacleCornersIndices=set([]))§1026§0.22158831
2§2.649232§2.4017308§Chromosome(steinerPoints=[(0.5644297, 0.7226435), (0.14995065, 0.33265412)], includedObstacleCornersIndices=set([7]))§1299§0.22820833
4§2.5037973§2.396996§Chromosome(steinerPoints=[(0.5644297, 0.7226435), (0.8672816, 0.66623825), (0.14995065, 0.33265412)], includedObstacleCornersIndices=set([]))§1837§0.24025133
5§2.4743762§2.3961363§Chromosome(steinerPoints=[(0.5644297, 0.7226435), (0.14995065, 0.33265412), (0.5046899, 0.8362386)], includedObstacleCornersIndices=set([7, 6]))§2117§0.24678971
7§2.4408226§2.3893993§Chromosome(steinerPoints=[(0.8672816, 0.66623825), (0.5644297, 0.7226435), (0.14995065, 0.33265412), (0.5046899, 0.8362386), (0.54458016, 0.72617155)], includedObstacleCornersIndices=set([6]))§2678§0.26038226
9§2.4220467§2.3888118§Chromosome(steinerPoints=[(0.8672816, 0.66623825), (0.54458016, 0.72617155), (0.14995065, 0.33265412), (0.5046899, 0.8362386), (0.15451205, 0.28163487)], includedObstacleCornersIndices=set([]))§3219§0.27473316
12§2.4077563§2.3884664§Chromosome(steinerPoints=[(0.14995065, 0.33265412), (0.8672816, 0.66623825), (0.54458016, 0.72617155), (0.5046899, 0.8362386), (0.49693203, 0.8248326)], includedObstacleCornersIndices=set([]))§4039§0.29682705
18§2.4016864§2.3880093§Chromosome(steinerPoints=[(0.14995065, 0.33265412), (0.15451205, 0.28163487), (0.8672816, 0.66623825), (0.54458016, 0.72617155), (0.49693203, 0.8248326)], includedObstacleCornersIndices=set([]))§5688§0.34480783
432§2.3955314§2.379995§Chromosome(steinerPoints=[(0.49693203, 0.8248326), (0.54458016, 0.72617155), (0.15451205, 0.28163487), (0.14995065, 0.33265412), (0.85094094, 0.6799941)], includedObstacleCornersIndices=set([]))§120012§3.8939314
762§2.3945744§2.3791103§Chromosome(steinerPoints=[(0.85094094, 0.6799941), (0.49693203, 0.8248326), (0.14995065, 0.33265412), (0.15451205, 0.28163487), (0.53219885, 0.71548206)], includedObstacleCornersIndices=set([]))§211519§6.7460594
770§2.3921843§2.3787794§Chromosome(steinerPoints=[(0.85094094, 0.6799941), (0.49693203, 0.8248326), (0.53219885, 0.71548206), (0.14995065, 0.33265412), (0.4888525, 0.8137964)], includedObstacleCornersIndices=set([]))§213709§6.8155017
773§2.3912797§2.3783286§Chromosome(steinerPoints=[(0.85094094, 0.6799941), (0.53219885, 0.71548206), (0.49693203, 0.8248326), (0.14995065, 0.33265412), (0.15451205, 0.28163487), (0.4888525, 0.8137964)], includedObstacleCornersIndices=set([]))§214531§6.841154
990§2.391098§2.3779354§Chromosome(steinerPoints=[(0.14995065, 0.33265412), (0.15451205, 0.28163487), (0.4888525, 0.8137964), (0.53219885, 0.71548206), (0.86094093, 0.6899941)], includedObstacleCornersIndices=set([]))§274656§8.72318
994§2.385892§2.3764284§Chromosome(steinerPoints=[(0.86094093, 0.6899941), (0.53219885, 0.71548206), (0.4888525, 0.8137964), (0.14995065, 0.33265412), (0.15451205, 0.28163487), (0.8704978, 0.6865623)], includedObstacleCornersIndices=set([]))§275757§8.755625
996§2.3854182§2.3759909§Chromosome(steinerPoints=[(0.53219885, 0.71548206), (0.8704978, 0.6865623), (0.14995065, 0.33265412), (0.15451205, 0.28163487), (0.4888525, 0.8137964)], includedObstacleCornersIndices=set([]))§276319§8.7720785
1497§2.3859334§2.3759909§Chromosome(steinerPoints=[(0.8704978, 0.6865623), (0.15451205, 0.28163487), (0.14995065, 0.33265412), (0.53219885, 0.71548206), (0.4888525, 0.8137964)], includedObstacleCornersIndices=set([]))§414924§12.815498
