function evaluations§best§chromosome§runtime in seconds
2§2.6490078§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([4]))§0.000448563
15848§2.6174088§Chromosome(steinerPoints=[(0.83977556, 0.73059654), (0.8069951, 0.4723918), (0.36746415, 0.7996561), (0.29002836, 0.40601256), (0.43186826, 0.86778224), (0.6564749, 0.7041873), (0.16485192, 0.30202037)], includedObstacleCornersIndices=set([16, 6, 7, 17]))§2.768707
15851§2.61409§Chromosome(steinerPoints=[(0.83977556, 0.73059654), (0.8069951, 0.4723918), (0.36746415, 0.7996561), (0.29002836, 0.40601256), (0.16485192, 0.30202037), (0.6564749, 0.7041873)], includedObstacleCornersIndices=set([16, 6, 17]))§2.7690456
15859§2.606535§Chromosome(steinerPoints=[(0.83977556, 0.73059654), (0.8069951, 0.4723918), (0.36746415, 0.7996561), (0.29002836, 0.40601256), (0.16485192, 0.30202037), (0.6564749, 0.7041873), (0.40777355, 0.7822095)], includedObstacleCornersIndices=set([16, 6, 17]))§2.769725
17856§2.571558§Chromosome(steinerPoints=[(0.13092238, 0.33346754), (0.39455527, 0.7974705)], includedObstacleCornersIndices=set([4, 6, 7]))§2.9570165
17863§2.5509248§Chromosome(steinerPoints=[(0.13092238, 0.33346754), (0.39455527, 0.7974705)], includedObstacleCornersIndices=set([7]))§2.95745
17870§2.5454516§Chromosome(steinerPoints=[(0.13092238, 0.33346754), (0.39455527, 0.7974705), (0.14503604, 0.32604676)], includedObstacleCornersIndices=set([7]))§2.9578109
18104§2.5352697§Chromosome(steinerPoints=[(0.14503604, 0.32604676), (0.3816242, 0.7850128), (0.5159836, 0.8263128)], includedObstacleCornersIndices=set([13, 6, 7]))§2.9720688
18109§2.529026§Chromosome(steinerPoints=[(0.14503604, 0.32604676), (0.3816242, 0.7850128), (0.5159836, 0.8263128)], includedObstacleCornersIndices=set([7, 6]))§2.9723403
18789§2.5209134§Chromosome(steinerPoints=[(0.14503604, 0.32604676), (0.9063096, 0.7126548), (0.5656955, 0.72934365)], includedObstacleCornersIndices=set([7, 13]))§3.0181103
20388§2.5191274§Chromosome(steinerPoints=[(0.14995065, 0.33265412), (0.5632263, 0.7173274), (0.17516564, 0.3478595)], includedObstacleCornersIndices=set([7, 6, 16]))§3.1449037
20416§2.5139122§Chromosome(steinerPoints=[(0.14995065, 0.33265412), (0.5632263, 0.7173274), (0.17516564, 0.3478595)], includedObstacleCornersIndices=set([7]))§3.1466432
22949§2.5133104§Chromosome(steinerPoints=[(0.15951629, 0.33348438), (0.8673367, 0.6715332), (0.4852076, 0.73313326), (0.50097585, 0.7034349), (0.4628299, 0.7951006)], includedObstacleCornersIndices=set([]))§3.3003645
24716§2.5098786§Chromosome(steinerPoints=[(0.15759134, 0.34157515), (0.5592081, 0.7034052), (0.50076365, 0.7830581), (0.5283525, 0.70865464)], includedObstacleCornersIndices=set([7]))§3.4161139
24897§2.5094957§Chromosome(steinerPoints=[(0.14766051, 0.33552763), (0.5283525, 0.70865464), (0.50076365, 0.7830581), (0.4863541, 0.81539273)], includedObstacleCornersIndices=set([16, 7]))§3.425137
24930§2.507684§Chromosome(steinerPoints=[(0.14766051, 0.33552763), (0.5283525, 0.70865464), (0.50076365, 0.7830581), (0.4863541, 0.81539273), (0.9063096, 0.7126548)], includedObstacleCornersIndices=set([16, 7]))§3.4272008
24947§2.502445§Chromosome(steinerPoints=[(0.14766051, 0.33552763), (0.5283525, 0.70865464), (0.9063096, 0.7126548), (0.4863541, 0.81539273)], includedObstacleCornersIndices=set([7]))§3.4281664
25864§2.5017912§Chromosome(steinerPoints=[(0.4863541, 0.81539273), (0.5283525, 0.70865464), (0.14995065, 0.33265412), (0.9063096, 0.7126548)], includedObstacleCornersIndices=set([7]))§3.4766662
133125§2.5001044§Chromosome(steinerPoints=[(0.5239713, 0.7768981), (0.42065242, 0.7213279), (0.9063096, 0.7126548), (0.16731434, 0.32236284)], includedObstacleCornersIndices=set([7]))§8.750919
133196§2.4991074§Chromosome(steinerPoints=[(0.5239713, 0.7768981), (0.42065242, 0.7213279), (0.9063096, 0.7126548), (0.16731434, 0.32236284), (0.16626869, 0.33457923)], includedObstacleCornersIndices=set([7]))§8.754454
159815§2.4981503§Chromosome(steinerPoints=[(0.5239713, 0.7768981), (0.42065242, 0.7213279), (0.9063096, 0.7126548), (0.16626869, 0.33457923), (0.17992139, 0.24111414)], includedObstacleCornersIndices=set([7]))§10.137893
170182§2.4961557§Chromosome(steinerPoints=[(0.5239713, 0.7768981), (0.42065242, 0.7213279), (0.17992139, 0.24111414), (0.16626869, 0.33457923), (0.84789574, 0.6765341)], includedObstacleCornersIndices=set([]))§10.728505
206007§2.4932535§Chromosome(steinerPoints=[(0.5239713, 0.7768981), (0.42065242, 0.7213279), (0.17992139, 0.24111414), (0.16626869, 0.33457923), (0.87828, 0.68985796)], includedObstacleCornersIndices=set([]))§12.468123
241713§2.4926794§Chromosome(steinerPoints=[(0.5239713, 0.7768981), (0.42065242, 0.7213279), (0.87828, 0.68985796), (0.16626869, 0.33457923), (0.16834562, 0.25425518)], includedObstacleCornersIndices=set([]))§14.1540985
270823§2.492336§Chromosome(steinerPoints=[(0.16834562, 0.25425518), (0.16626869, 0.33457923), (0.87828, 0.68985796), (0.536397, 0.7647103), (0.4314288, 0.70942)], includedObstacleCornersIndices=set([]))§15.59567
271137§2.4918346§Chromosome(steinerPoints=[(0.16834562, 0.25425518), (0.16626869, 0.33457923), (0.87828, 0.68985796), (0.4314288, 0.70942), (0.52511275, 0.75256455)], includedObstacleCornersIndices=set([6]))§15.610569
410329§2.4918346§Chromosome(steinerPoints=[(0.16834562, 0.25425518), (0.16626869, 0.33457923), (0.87828, 0.68985796), (0.4314288, 0.70942), (0.52511275, 0.75256455)], includedObstacleCornersIndices=set([6]))§21.118065
