function evaluations§best§chromosome§runtime in seconds
2§3.545529§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([22]))§0.004159111
15005§3.5280848§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([14, 19, 8, 12]))§6.0095325
15012§3.4953933§Chromosome(steinerPoints=[(0.8111919, 0.6002854)], includedObstacleCornersIndices=set([14, 19, 8, 12]))§6.01049
15013§3.4694018§Chromosome(steinerPoints=[(0.8111919, 0.6002854)], includedObstacleCornersIndices=set([14, 19, 8]))§6.010691
15020§3.459128§Chromosome(steinerPoints=[(0.8111919, 0.6002854), (0.65220773, 0.4926888)], includedObstacleCornersIndices=set([14, 19, 8]))§6.0114403
15021§3.4575276§Chromosome(steinerPoints=[(0.8111919, 0.6002854), (0.65220773, 0.4926888)], includedObstacleCornersIndices=set([14, 8]))§6.011627
20622§3.4483836§Chromosome(steinerPoints=[(0.3531296, 0.23105854), (0.86612684, 0.79641366), (0.65220773, 0.4926888), (0.17728713, 0.6046592), (0.24247153, 0.48034292), (0.70857656, 0.13901655)], includedObstacleCornersIndices=set([8, 4, 22, 19]))§7.4265747
20626§3.4414115§Chromosome(steinerPoints=[(0.3531296, 0.23105854), (0.86612684, 0.79641366), (0.65220773, 0.4926888), (0.17728713, 0.6046592), (0.70857656, 0.13901655)], includedObstacleCornersIndices=set([8, 4, 22, 19]))§7.4273295
21015§3.4396474§Chromosome(steinerPoints=[(0.63841295, 0.16670161), (0.8458067, 0.7833979), (0.65220773, 0.4926888), (0.17728713, 0.6046592), (0.5866505, 0.24845457), (0.6564092, 0.44739404), (0.27426237, 0.18166986)], includedObstacleCornersIndices=set([9, 19, 22]))§7.4975505
21482§3.435088§Chromosome(steinerPoints=[(0.63841295, 0.16670161), (0.69443583, 0.11057596), (0.65821785, 0.18335424), (0.24977094, 0.120876506), (0.9382042, 0.8556845), (0.59025514, 0.26709294), (0.68042684, 0.45370293), (0.23341656, 0.4759382), (0.8659206, 0.7966306), (0.3543419, 0.23066801), (0.3401992, 0.2795887)], includedObstacleCornersIndices=set([19]))§7.5833416
22022§3.4327855§Chromosome(steinerPoints=[(0.5649396, 0.25958577), (0.84660834, 0.78410065), (0.8141879, 0.6303938), (0.58730793, 0.23285969), (0.18864141, 0.55813986), (0.6458343, 0.42297208), (0.3531296, 0.23105854), (0.7369716, 0.408015)], includedObstacleCornersIndices=set([4, 8]))§7.7087393
22038§3.428821§Chromosome(steinerPoints=[(0.5649396, 0.25958577), (0.84660834, 0.78410065), (0.8141879, 0.6303938), (0.3531296, 0.23105854), (0.18864141, 0.55813986), (0.6458343, 0.42297208), (0.32854888, 0.021943823)], includedObstacleCornersIndices=set([19, 8]))§7.7118034
22104§3.4270208§Chromosome(steinerPoints=[(0.6458343, 0.42297208), (0.84660834, 0.78410065), (0.8141879, 0.6303938), (0.3531296, 0.23105854), (0.18864141, 0.55813986), (0.70743096, 0.17700714), (0.65220773, 0.4926888), (0.5581115, 0.25263023)], includedObstacleCornersIndices=set([19, 8, 14, 4]))§7.723842
22200§3.4119756§Chromosome(steinerPoints=[(0.6458343, 0.42297208), (0.84660834, 0.78410065), (0.8141879, 0.6303938), (0.3531296, 0.23105854), (0.18864141, 0.55813986), (0.70743096, 0.17700714), (0.5581115, 0.25263023), (0.16780952, 0.5975867)], includedObstacleCornersIndices=set([19, 8]))§7.742555
22205§3.411096§Chromosome(steinerPoints=[(0.6458343, 0.42297208), (0.84660834, 0.78410065), (0.8141879, 0.6303938), (0.3531296, 0.23105854), (0.18864141, 0.55813986), (0.70743096, 0.17700714), (0.5581115, 0.25263023), (0.16780952, 0.5975867)], includedObstacleCornersIndices=set([8]))§7.7434025
22228§3.4088535§Chromosome(steinerPoints=[(0.6458343, 0.42297208), (0.84660834, 0.78410065), (0.8141879, 0.6303938), (0.3531296, 0.23105854), (0.16780952, 0.5975867), (0.70743096, 0.17700714), (0.5581115, 0.25263023)], includedObstacleCornersIndices=set([8]))§7.747979
23271§3.405193§Chromosome(steinerPoints=[(0.7989397, 0.6170139), (0.8370187, 0.7704352), (0.32675397, 0.23774508), (0.5686648, 0.22022422), (0.17728713, 0.6046592), (0.6458343, 0.42297208), (0.71174276, 0.14308544), (0.24977094, 0.120876506), (0.63579583, 0.8785279), (0.5270469, 0.21842757), (0.6833185, 0.51860875), (0.7411503, 0.1750672)], includedObstacleCornersIndices=set([19, 6, 4]))§7.949559
23272§3.399961§Chromosome(steinerPoints=[(0.7989397, 0.6170139), (0.8370187, 0.7704352), (0.32675397, 0.23774508), (0.5686648, 0.22022422), (0.17728713, 0.6046592), (0.6458343, 0.42297208), (0.71174276, 0.14308544), (0.24977094, 0.120876506), (0.63579583, 0.8785279), (0.7411503, 0.1750672), (0.6833185, 0.51860875)], includedObstacleCornersIndices=set([19, 6, 4]))§7.9498963
23289§3.3963423§Chromosome(steinerPoints=[(0.7989397, 0.6170139), (0.8370187, 0.7704352), (0.32675397, 0.23774508), (0.5686648, 0.22022422), (0.17728713, 0.6046592), (0.6458343, 0.42297208), (0.71174276, 0.14308544), (0.24977094, 0.120876506), (0.63579583, 0.8785279), (0.7411503, 0.1750672), (0.6833185, 0.51860875)], includedObstacleCornersIndices=set([4, 6]))§7.9542274
23303§3.3863308§Chromosome(steinerPoints=[(0.7989397, 0.6170139), (0.8370187, 0.7704352), (0.32675397, 0.23774508), (0.5686648, 0.22022422), (0.17728713, 0.6046592), (0.6458343, 0.42297208), (0.71174276, 0.14308544), (0.24977094, 0.120876506), (0.6833185, 0.51860875), (0.7411503, 0.1750672)], includedObstacleCornersIndices=set([4]))§7.957487
23373§3.383594§Chromosome(steinerPoints=[(0.7989397, 0.6170139), (0.8370187, 0.7704352), (0.32675397, 0.23774508), (0.5686648, 0.22022422), (0.17728713, 0.6046592), (0.6458343, 0.42297208), (0.71174276, 0.14308544), (0.24977094, 0.120876506), (0.6833185, 0.51860875), (0.7411503, 0.1750672), (0.81935567, 0.62569773)], includedObstacleCornersIndices=set([4]))§7.9720545
23378§3.3827105§Chromosome(steinerPoints=[(0.81935567, 0.62569773), (0.8370187, 0.7704352), (0.32675397, 0.23774508), (0.5686648, 0.22022422), (0.17728713, 0.6046592), (0.6458343, 0.42297208), (0.71174276, 0.14308544), (0.24977094, 0.120876506), (0.6833185, 0.51860875), (0.7411503, 0.1750672)], includedObstacleCornersIndices=set([4]))§7.972995
23379§3.3801303§Chromosome(steinerPoints=[(0.81935567, 0.62569773), (0.8370187, 0.7704352), (0.32675397, 0.23774508), (0.5686648, 0.22022422), (0.17728713, 0.6046592), (0.6458343, 0.42297208), (0.71174276, 0.14308544), (0.24977094, 0.120876506), (0.6833185, 0.51860875), (0.7411503, 0.1750672)], includedObstacleCornersIndices=set([]))§7.9732637
23437§3.3684833§Chromosome(steinerPoints=[(0.81935567, 0.62569773), (0.8370187, 0.7704352), (0.32675397, 0.23774508), (0.7411503, 0.1750672), (0.17728713, 0.6046592), (0.6458343, 0.42297208), (0.71174276, 0.14308544), (0.24977094, 0.120876506), (0.6491154, 0.50411737), (0.5365862, 0.2594325)], includedObstacleCornersIndices=set([4]))§7.985273
23438§3.3659034§Chromosome(steinerPoints=[(0.81935567, 0.62569773), (0.8370187, 0.7704352), (0.32675397, 0.23774508), (0.7411503, 0.1750672), (0.17728713, 0.6046592), (0.6458343, 0.42297208), (0.71174276, 0.14308544), (0.24977094, 0.120876506), (0.6491154, 0.50411737), (0.5365862, 0.2594325)], includedObstacleCornersIndices=set([]))§7.985544
23461§3.364313§Chromosome(steinerPoints=[(0.81935567, 0.62569773), (0.8370187, 0.7704352), (0.32675397, 0.23774508), (0.7411503, 0.1750672), (0.17728713, 0.6046592), (0.6458343, 0.42297208), (0.71174276, 0.14308544), (0.24977094, 0.120876506), (0.64860225, 0.5192249), (0.5365862, 0.2594325)], includedObstacleCornersIndices=set([]))§7.9895253
26448§3.3612266§Chromosome(steinerPoints=[(0.7423585, 0.17343529), (0.24977094, 0.120876506), (0.85893476, 0.7844218), (0.36228073, 0.22840402), (0.53710407, 0.2716386), (0.7016388, 0.1280336), (0.65220773, 0.4926888), (0.6458343, 0.42297208), (0.17728713, 0.6046592), (0.85068136, 0.5959735)], includedObstacleCornersIndices=set([]))§8.547123
27651§3.3571544§Chromosome(steinerPoints=[(0.73028886, 0.1788691), (0.24977094, 0.120876506), (0.6458343, 0.42297208), (0.36228073, 0.22840402), (0.83545697, 0.78502387), (0.17728713, 0.6046592), (0.6532782, 0.50456065), (0.68506426, 0.14304902), (0.84008336, 0.60246533), (0.5715942, 0.21455899), (0.54945177, 0.244911)], includedObstacleCornersIndices=set([]))§8.78039
27770§3.356651§Chromosome(steinerPoints=[(0.73028886, 0.1788691), (0.24977094, 0.120876506), (0.6458343, 0.42297208), (0.36228073, 0.22840402), (0.83545697, 0.78502387), (0.17728713, 0.6046592), (0.6532782, 0.50456065), (0.68506426, 0.14304902), (0.84008336, 0.60246533), (0.54945177, 0.244911)], includedObstacleCornersIndices=set([]))§8.802267
28267§3.3557968§Chromosome(steinerPoints=[(0.73028886, 0.1788691), (0.24977094, 0.120876506), (0.5593536, 0.24658588), (0.36228073, 0.22840402), (0.83545697, 0.78502387), (0.17728713, 0.6046592), (0.6532782, 0.50456065), (0.84008336, 0.60246533), (0.6864386, 0.14102654), (0.6458343, 0.42297208)], includedObstacleCornersIndices=set([]))§8.899963
28535§3.355105§Chromosome(steinerPoints=[(0.73028886, 0.1788691), (0.24977094, 0.120876506), (0.5593536, 0.24658588), (0.36228073, 0.22840402), (0.83545697, 0.78502387), (0.17728713, 0.6046592), (0.6532782, 0.50456065), (0.84008336, 0.60246533), (0.6864386, 0.14102654), (0.6578043, 0.44806308)], includedObstacleCornersIndices=set([8]))§8.949636
28751§3.3542309§Chromosome(steinerPoints=[(0.73028886, 0.1788691), (0.24977094, 0.120876506), (0.5593536, 0.24658588), (0.6864386, 0.14102654), (0.83545697, 0.78502387), (0.17728713, 0.6046592), (0.6532782, 0.50456065), (0.84008336, 0.60246533), (0.6578043, 0.44806308), (0.3916592, 0.25451598)], includedObstacleCornersIndices=set([]))§8.98604
